,,
7.5,2,-3.4209
15,2,-6.9761
22.5,2,-5.164
30,2,-5.4402
37.5,2,-4.8195
45,2,-8.3467
52.5,2,-4.5357
60,2,-8.9257
67.5,2,-8.3025
75,2,-0.78547
82.5,2,6.0989
90,2,1.6787
97.5,2,9.0936
105,2,9.8654
112.5,2,11.308
120,2,5.6924
127.5,2,8.4319
135,2,11.237
142.5,2,1.7581
150,2,4.308
157.5,2,6.0784
165,2,5.935
172.5,2,1.5946
180,2,-0.6993
187.5,2,2.2567
195,2,-2.3871
202.5,2,-5.2471
210,2,-3.1678
217.5,2,1.2069
225,2,-6.4327
232.5,2,1.5698
240,2,-4.7205
247.5,2,-1.2658
255,2,-1.183
262.5,2,-4.589
270,2,4.8354
277.5,2,-1.5576
285,2,0.87734
292.5,2,6.5057
300,2,7.2053
307.5,2,7.8334
315,2,1.1054
322.5,2,3.6854
330,2,-1.775
337.5,2,5.3052
345,2,0.24204
352.5,2,0.84412
360,2,-1.2098
7.5,4,-2.2729
15,4,-0.42808
22.5,4,-3.6776
30,4,1.3202
37.5,4,-1.6964
45,4,-4.4035
52.5,4,-4.9467
60,4,-3.0011
67.5,4,-5.5424
75,4,-2.2312
82.5,4,2.0333
90,4,0.92643
97.5,4,1.5161
105,4,-3.5077
112.5,4,-0.1773
120,4,0.4342
127.5,4,-0.54999
135,4,5.6355
142.5,4,1.5194
150,4,4.0259
157.5,4,3.9631
165,4,2.0627
172.5,4,-0.2635
180,4,0.40957
187.5,4,1.1539
195,4,-2.9138
202.5,4,-4.2089
210,4,-4.5272
217.5,4,-8.2817
225,4,-2.8139
232.5,4,-0.0070022
240,4,-5.9232
247.5,4,-3.6463
255,4,2.1444
262.5,4,-2.3387
270,4,1.3476
277.5,4,7.6601
285,4,3.1253
292.5,4,2.9556
300,4,0.51488
307.5,4,1.2618
315,4,4.0511
322.5,4,1.1833
330,4,3.0203
337.5,4,6.6727
345,4,0.55446
352.5,4,-1.9754
360,4,-0.72724
7.5,6,0.86184
15,6,-2.9585
22.5,6,1.1003
30,6,0.39322
37.5,6,-3.3794
45,6,-0.29263
52.5,6,-3.8102
60,6,0.68691
67.5,6,0.73105
75,6,-3.1198
82.5,6,-1.148
90,6,-4.2309
97.5,6,1.4679
105,6,1.5383
112.5,6,6.1568
120,6,2.2658
127.5,6,1.7175
135,6,1.511
142.5,6,1.7691
150,6,2.3625
157.5,6,1.6025
165,6,0.31791
172.5,6,-0.27912
180,6,-2.1111
187.5,6,-1.8696
195,6,-3.6537
202.5,6,-4.7722
210,6,-3.6524
217.5,6,-4.3203
225,6,-9.2791
232.5,6,-10.714
240,6,-3.4052
247.5,6,1.0417
255,6,-3.9586
262.5,6,-6.0075
270,6,-0.85059
277.5,6,6.5653
285,6,0.74184
292.5,6,0.82538
300,6,4.9762
307.5,6,4.9313
315,6,1.7434
322.5,6,3.7531
330,6,4.1219
337.5,6,0.40122
345,6,0.82535
352.5,6,-0.56567
360,6,-2.5871
7.5,8,0.41839
15,8,0.095555
22.5,8,-0.20039
30,8,-4.3338
37.5,8,-2.0344
45,8,0.96776
52.5,8,1.8412
60,8,1.6075
67.5,8,-2.0683
75,8,-1.3112
82.5,8,-0.96283
90,8,-1.8644
97.5,8,0.93442
105,8,3.674
112.5,8,-0.76453
120,8,2.322
127.5,8,2.9037
135,8,-1.0772
142.5,8,3.314
150,8,3.321
157.5,8,0.63121
165,8,0.41803
172.5,8,1.5601
180,8,-0.32791
187.5,8,-1.4319
195,8,-4.7715
202.5,8,-4.3247
210,8,-3.6656
217.5,8,-7.9279
225,8,-5.1035
232.5,8,-9.7326
240,8,-0.97199
247.5,8,-3.0146
255,8,-0.64319
262.5,8,-0.79563
270,8,-0.89834
277.5,8,3.8813
285,8,2.0544
292.5,8,0.44621
300,8,9.3086
307.5,8,2.9836
315,8,3.4576
322.5,8,8.5306
330,8,3.1924
337.5,8,5.3685
345,8,7.3441
352.5,8,1.4578
360,8,0.72935
7.5,10,2.5227
15,10,-1.3792
22.5,10,-1.2354
30,10,-1.1328
37.5,10,-0.71993
45,10,-2.4253
52.5,10,-1.75
60,10,-1.7708
67.5,10,-0.57037
75,10,-3.237
82.5,10,-1.7402
90,10,-0.69941
97.5,10,-0.42981
105,10,-1.5063
112.5,10,-1.7574
120,10,1.6329
127.5,10,-1.5886
135,10,-4.3006
142.5,10,1.3119
150,10,0.071861
157.5,10,1.4717
165,10,3.8222
172.5,10,-1.4398
180,10,-2.298
187.5,10,-3.8684
195,10,-4.037
202.5,10,-3.6032
210,10,-5.7901
217.5,10,-4.9028
225,10,-6.9348
232.5,10,-4.7094
240,10,-7.0535
247.5,10,-5.6281
255,10,-3.5302
262.5,10,-1.7473
270,10,-1.6667
277.5,10,0.18909
285,10,3.8821
292.5,10,6.7506
300,10,5.698
307.5,10,4.8837
315,10,4.9242
322.5,10,6.3156
330,10,8.5919
337.5,10,3.0123
345,10,5.3108
352.5,10,2.0444
360,10,2.978
