,,
7.5,2,2.3089
15,2,-2.9284
22.5,2,1.272
30,2,-2.1946
37.5,2,-1.6198
45,2,-6.3171
52.5,2,-1.1623
60,2,-2.4499
67.5,2,-1.2843
75,2,-5.7626
82.5,2,-5.4118
90,2,-5.4109
97.5,2,-3.3566
105,2,0.92563
112.5,2,-2.2635
120,2,-3.6343
127.5,2,-1.7493
135,2,-1.4601
142.5,2,5.0513
150,2,-1.3619
157.5,2,-2.7614
165,2,2.7721
172.5,2,-0.1248
180,2,0.26997
187.5,2,-3.9221
195,2,-4.2791
202.5,2,-7.3477
210,2,-6.0945
217.5,2,-1.892
225,2,-4.7006
232.5,2,-6.7733
240,2,-4.0654
247.5,2,-5.4401
255,2,-0.98914
262.5,2,-1.5223
270,2,0.51215
277.5,2,1.2105
285,2,1.3565
292.5,2,3.3514
300,2,7.3549
307.5,2,7.4723
315,2,10.415
322.5,2,4.9472
330,2,6.8919
337.5,2,7.917
345,2,6.6754
352.5,2,6.7216
360,2,-0.0015354
7.5,4,-1.2387
15,4,-2.436
22.5,4,-0.42761
30,4,-0.0022927
37.5,4,-1.2555
45,4,0.82202
52.5,4,-1.4689
60,4,0.026002
67.5,4,-1.1422
75,4,-1.0886
82.5,4,-0.23424
90,4,-4.5863
97.5,4,-3.7257
105,4,-2.9681
112.5,4,-2.2199
120,4,-1.4581
127.5,4,-27.979
135,4,2.0775
142.5,4,-4.0518
150,4,2.9101
157.5,4,-1.423
165,4,1.3678
172.5,4,0.26918
180,4,2.2946
187.5,4,3.6371
195,4,-3.4041
202.5,4,-3.1283
210,4,-2.3492
217.5,4,-3.0518
225,4,-2.3562
232.5,4,-4.9716
240,4,-1.4561
247.5,4,1.1464
255,4,-0.55515
262.5,4,-3.781
270,4,2.8768
277.5,4,-1.938
285,4,2.8042
292.5,4,1.0471
300,4,4.1328
307.5,4,4.1081
315,4,9.0069
322.5,4,6.7464
330,4,4.3237
337.5,4,9.4265
345,4,9.2099
352.5,4,4.4543
360,4,2.3219
7.5,6,-1.1593
15,6,0.34495
22.5,6,-0.15981
30,6,6.8525
37.5,6,0.16185
45,6,1.4357
52.5,6,1.9771
60,6,2.0058
67.5,6,0.24443
75,6,0.20838
82.5,6,-1.569
90,6,1.9941
97.5,6,-0.72648
105,6,-0.51492
112.5,6,-1.4333
120,6,-3.0574
127.5,6,-3.0487
135,6,3.0431
142.5,6,-2.2305
150,6,1.5504
157.5,6,3.4874
165,6,1.6532
172.5,6,3.1757
180,6,-0.66642
187.5,6,-0.86494
195,6,-3.9481
202.5,6,-2.0895
210,6,-0.019163
217.5,6,-4.7855
225,6,0.81454
232.5,6,-0.46239
240,6,-0.63678
247.5,6,1.6496
255,6,-0.96089
262.5,6,0.62562
270,6,-1.8612
277.5,6,-2.4522
285,6,0.73344
292.5,6,1.9219
300,6,-2.2402
307.5,6,6.179
315,6,8.0814
322.5,6,1.3545
330,6,3.932
337.5,6,2.4516
345,6,3.8794
352.5,6,2.4489
360,6,0.81315
7.5,8,0.22061
15,8,1.0969
22.5,8,0.94706
30,8,-1.3688
37.5,8,2.2231
45,8,-1.2769
52.5,8,0.021067
60,8,4.7676
67.5,8,1.7087
75,8,-0.45309
82.5,8,-0.14553
90,8,0.14674
97.5,8,0.77219
105,8,-2.8094
112.5,8,-0.45133
120,8,-1.4224
127.5,8,-2.7742
135,8,-0.41867
142.5,8,1.5814
150,8,2.3816
157.5,8,0.47781
165,8,1.2796
172.5,8,3.5083
180,8,-0.080547
187.5,8,0.054687
195,8,-3.4313
202.5,8,1.1594
210,8,-3.9663
217.5,8,-3.4952
225,8,2.1876
232.5,8,-2.132
240,8,6.3406
247.5,8,3.8206
255,8,0.10066
262.5,8,1.6938
270,8,-0.13138
277.5,8,-1.5361
285,8,0.94885
292.5,8,-4.1382
300,8,0.64756
307.5,8,-2.6058
315,8,1.8067
322.5,8,0.90587
330,8,0.91573
337.5,8,2.2675
345,8,2.564
352.5,8,4.5415
360,8,2.3852
7.5,10,0.10834
15,10,-1.345
22.5,10,0.95453
30,10,2.5838
37.5,10,0.82727
45,10,-0.32115
52.5,10,0.86813
60,10,2.2266
67.5,10,-0.19733
75,10,1.4723
82.5,10,0.034876
90,10,-0.69043
97.5,10,-0.4082
105,10,1.4188
112.5,10,-1.6199
120,10,-1.0083
127.5,10,-3.5821
135,10,3.431
142.5,10,-1.0967
150,10,0.38492
157.5,10,2.3273
165,10,3.1778
172.5,10,3.2578
180,10,-0.023012
187.5,10,-2.7794
195,10,-3.4452
202.5,10,-0.65183
210,10,-3.1524
217.5,10,-1.7627
225,10,0.6382
232.5,10,-0.56569
240,10,3.3114
247.5,10,3.1436
255,10,3.4961
262.5,10,0.21902
270,10,-0.65673
277.5,10,-3.8566
285,10,-0.89627
292.5,10,1.8055
300,10,0.71844
307.5,10,-1.7705
315,10,2.534
322.5,10,2.4334
330,10,1.6635
337.5,10,4.9481
345,10,-30.954
352.5,10,3.0132
360,10,1.8135
